baapiiw'aan	brush dust or
mooshkaan	flood there be
mooshk'ogo	be flooded get
mooshk'om	call of the
mooshk'oodoon	flood sth
mooshk'oonaa	drown smb flood
mooshk'osi	American bittern bird
mooshk'an	flood there be
mooshkaabwaadaan	fill sth up
mooshkaabwaanaa	fill sth an
mooshkaabwe	get a fillup
mooshkas	
mooshkmo	appear surface emerge
mooshknadmawaa	fill something for
mooshknadoon	fill sth
mooshknadwaa	fill something for
mooshknanaa	fill sth an
mooshkne	be full to
mooshkne	be full of
mooshknebdoon	fill sth with
mooshknebii	be full of
mooshknebii	be full of
mooshknebiige	fill out a
mooshknebnaa	fill sth an
mooshknejiin'ge	have a full
mooshkneyaabikizi	be full of
mooshkneyaatesin	fill up the
mooshwegaans	handkerchief
mooshwen	shawl
mooshwen	shawl
mooshweniigaans	handkerchief
mooshweniigin	curtain
mooskadoo	box turtle
moowich	feces shit
moowich!	Oh crap Shit
moowiins	animal droppings feces
moowjikese	brownheaded cowbird
moozh'aa	feel the touch
moozho	get a haircut
moozh'owe	give haircuts
moozhgin'ge	gather things up
moozhginaa	collect sth an
moozhginaan	collect sth gather
moozhgiweb'aan	sweep up sthinto
moozhgiwebwaa	sweep up sth
moozhtoon	feel the touch
moozhwaa	cut smbs hair
moozhwaagan	scissors
moozmish	a type of
msag	tree stump
msan	firewood  Wk
msawaa	even although
msawendaan	covet sth be
msawendam	be bold
msawenmaa	covet sth an
msawnaajge	find something attractive
msawnaan	be attracted by
msawnamaagen	be attracted by
msawnawaa	be attracted by
msawnige	like what one
msendaan	benefit from sth
msenmaa	benefit from sth
mshi	yet
mshi	piece of firewood
mshi-	big
mshibzhii	lion
Mshibzhii	the Great Lynx
mshibzhiw	lion
Mshibzhiw	the Great Lynx
mshigekek	roughlegged hawk
mshigmik	woodshed
mshiikenh	snapping turtle
mshiiknaakoons	baby snapping turtle
mshiimin	apple
mshiimnaaboo	apple cider
mshiimnaatik	apple tree
mshiimnagaawanzh	apple tree
mshiimnens	slice of apple
mshiiwan	die of a
mshiiwi	die of trees
mshkikiininiikwe	female nurse 
mshkawaa	be hard be
mshkawaadgaa	be a strong
mshkawaadge	be a strong
mshkawaagkamgidin	be frozen solid
mshkawaagmi	be strong to
mshkawaagmichge	make a strong
mshkawaagmitoon	make sth strong
mshkawaakdin	freeze solid be
mshkawaakdooneni	close ones mouth
mshkawaakiingwewji	freeze ones face
mshkawaakiingwewji	freeze ones face
mshkawaakji	freeze solid be
mshkawaakndibe	be obstinate be
mshkawaakninjiiwji	freeze ones hands
mshkawaakot	be hard of
mshkawaaktawgewji	freeze ones ears
mshkawaakwaa	screw sth an
mshkawaakwaan	screw sth on
mshkawaakwegat	be tough of
mshkawaakwegzi	be tough of
mshkawaakzi	be a hardwood
mshkawde	be hardened by
mshkawdin	freeze solid be
mshkawendam	be determined be
mshkawendiza	act tough think
mshkawgaabwi	stand solidly
mshkawgizi	be hard of
mshkawjaanewji	freeze ones nose
mshkawji	freeze solid be
mshkawjiiyaa	be hard of
mshkawjiizi	be hard of
mshkawkamgaa	be hard of
mshkawmin'gaa	be hard of
mshkawmin'gizi	hard corn kernel
mshkawmin'gizi	be hard of
mshkawnamaakwii	hang on tightly
mshkawninjiiwji	get frostbite on
mshkawpidoon	tie sth tight
mshkawpinaa	tie sth an
mshkawsagzi	be hard of
mshkawse	strongly
mshkawshin	be stuck fast
mshkawsin	be stuck fast
mshkawtagat	be strong of
mshkawyaa	be hard
mshkawzi	be powerful be
mshkawzii	be powerful be
mshkawziikaazo	pretend to be
mshkawziiwin	strength power
mshkawzo	be hardened by
mshkiig	marsh swamp 
mshkiigki	marshland a marshy
mshkiigmin	cranberry
Mshkiigong	Muskegon Mich
mshkiigwaatik	tamarack a type
mshkiki	medicine medicinal drug
mshkikiikaandiza	put medicine on
mshkikiike	make medicine
mshkikiins	pill
mshkikiiwaagmi	be curative be
mshkikiiwan	be medicinal be
mshkikiiwi	be medicinal be
mshkikiiwnini	male doctor herbalist
mshkikiiwniniiwi	be a physician
mshkikwaaboo	tonic liquid medicine
mshkikwaabookaadaan	make medicinal tonic
mshkikwaabookwaa	make medicinal tonic
mshkimot	bag sack 
mshkode	clearing plain prairie
mshkode	fire
mshkode-bne	bobwhite small brown
mshkode-daabaan	train
mshkode-jiimaan	steamboat
mshkode-miizhmish	northern red oak
Mshkodewenying	Flint Mich
msko-	red
msko-jiis	beet
msko-jiisens	radish
mskokon'ye	dress in red
msko-nagek	cinnamon cinnamon stick
msko-tisaan	paint sth red
mskobgonii	have red flowers
mskobgonii	have red flowers
mskobiikot	be red sky
mskodiismin	bean
mskodoonechgan	lipstick
mskodoonechge	put on lipstick
mskodsaan	paint sth red
mskogmik	red building
mskokmigaa	be red of
mskoknowe	dress in red
mskomin	raspberry
mskomnagaawanzh	raspberry bush
mskondbe	be a redhead
mskonwe	have red cheeks
mskosnii	brick
mskosniigamik	brick building
mskozhe	have ones skin
mskozi	be red
mskwaa	be red
mskwaaban	glow red 
mskwaabiimnagoons	red osier a
mskwaabiimzhiins	red osier a
mskwaabkide	be red hot
mskwaabkiza	be red hot
mskwaadesiinh	mud turtle painted
mskwaan'kot	red cloud
mskwaan'kot	be red of
mskwaande	be coloured red
mskwaandip	copperhead snake
mskwaankwat	red cloud
mskwaanza	be coloured red
mskwaanzaan	colour sth red
mskwaanzhe	be red of
mskwaanzhese	turn red of
mskwaanzwaa	colour sth red
mskwaasa	be red from
mskwaasechgan	red sash
mskwegat	be red of
mskwegin	a piece of
mskwegzi	be red of
mskwi	blood
mskwiingwe	blush be redfaced
mskwiingwese	blush suddenly
mskwiiwaabiigat	be all bloody
mskwiiwaabiigzi	be all bloody
mskwiiwaakgaade	have ones leg
mskwiiwaaknike	have ones arm
mskwiiwaakot	be covered with
mskwiiwaakzi	be covered with
mskwiiwaan'giingwe	have a bloody
mskwiiwan	bleed be bloody
mskwiiwegat	be bloody of
mskwiiwegzi	be bloody of
mskwiiwgaade	have ones leg
mskwiiwi	bleed be bloody
mskwiiwjaane	get a nosebleed
mskwiiwjiibik	bloodroot
Mskwiiwjiibkokaaning	Sandfield Ont
mskwiiwnike	have a bloody
mskwiiwninjii	have ones hand
mskon'kisin	be redhot of
mtaakdiiye	have no pants
mtaakgaade	be barelegged
mtaaknike	have bare arms
mtaakzhe	be naked be
mtaakzhebi	sit naked
mtaakzhebnaa	pull off smbs
mtaakzhengwaam	sleep in the
mtaakzheshin	lie naked
mtakmigaa	be bare of
mtakmik	on the ground
mtashkamik	on the ground
mtawdoon	go by foot
mtig-zhiishiigwenh	chameleon 
mtiggamik	log cabin
mtigke	harvest lumber
mtigmin	acorn of the
mtigmish	pin oak
mtignaagan	wooden bowl
mtigndibe	be a blockhead
mtigo-dsoonaagan	wooden trap
mtigoons	stick of wood
mtigoonskaa	have many small
mtigoonski	an area with
mtigwaabaak	hickory
mtigwaabiins	icefishing pole
mtigwaaboo	sap
mtigwaaki	forest woodland
mtigwaakiins	stand of trees
mtigwaap	bow archery
mtigweyaab	bowstring archery
mtik	tree
mtik	piece of wood
mwaa	eat sth an
mwadshiwe	visit people
mwi	cry weep
mwi'aa	make smb cry
mwi'aawso	have the children
mwikaaza	pretend to cry
mwin'zhiwe	butt strike with
mwinaans	screech owl
mwinege	air a grievance
mwinewaa	air a grievance
mwizo	pick berries
myaa	exactly precisely
myaanaadat	be a temptation
myaaw	exactly at the
myaawdabi	sit upright
myaawdib	right on the
myaawganaamaa	hit smb accurately
myaawganaandaan	hit sth accurately
myaawnaa	raise sth an
myaawnaan	raise sth upright
myaawshimaa	place sth an
myaawshin	be placed upright
myaawsidoon	place sth upright
myaawsin	be placed upright
myaawyi'iing	exactly in the
myagaabmaa	have smb strike
myagaabndaan	have sth look
myagi-	foreign strange
myagi-baag'aakwaanh	ringneck pheasant
myagi-zhiyaa	act strange be
myagizi	be a stranger
myagnaagot	look strange
myagnaagzi	look strange
myagnishnaabe	stranger foreigner
myagnjige	eat food that
myegshkizi	have a strange
mzaan	burdock a type
mzaanwaakzi	be covered in
mzay	red hake burbot
mzhaaboos	goat
mzhakot	be clear be
mzhiikdaan	cut sth off
mzhiikde	be cut off
mzhiiknaa	cut sth an
mzhiin'ge	clear things away
mzhiinaan	clear sth clear
mzhiiyaabde	be toothless
mzhiiyaabdebnaa	pull smbs teeth
mzhiiyaagne'ge	clear a path
mzhikaagon	be hurt by
mzhikiise	have sediments settle
mzhikmewzi	have misfortune fall
mzhikoonaa	hurt smb with
mzhikooza	be wounded
mzhikwaa	hurt smb with
mzhin'ge	come down with
mzhisdoon	scrape sth
mzhisha	in full view
mzhishi	in plain view
mzhishik	nothing but
mzhishmaa	scrape sth an
mzhiwens	cottontail rabbit
mzhodaan	hit sth with
mzhodmawaa	shoot something belonging
mzhwaa	hit smb with
mzhwaagniwi	be a wounded
mzhwe	cottontail rabbit
mzi	everywhere
mzimin	wheat
mzimnens	grain of wheat
mzin'aan	charge sth buy
mzin'amwaa	buy something from
mzin'igaans	playing card
mzin'igan	paper piece of
mzin'ige	buy on credit
mzin'igewaanh	idol image statue
mzin'igni-mkak	cardboard box
mzin'ignike	make a will
mzin'ignikwaa	leave property to
mzin'kodaan	carve sth
mzin'kojge	carve
mzin'konaa	carve sth an
mzinaade	be a photograph
mzinaaksijgan	camera
mzinaakzigan	camera  2
mzinaakzige	print with a
mzinaatese	be on TV
mzinaatese	be on TV
mzinaateshin	be a projected
mzinaatesin	be a projected
mzinaatesjigan	movie projector television
mzinaatesjige	show movies
mzinaaza	be a photograph
mzinaazgan	camera Wk 
mzinbii'aan	draw a picture
mzinbii'ge	draw
mzinbii'gewnini	artist
mzinbiigewnini	artist
mzinbiiwaa	draw a picture
mzinboodoon	carve sth with
mzinboonaa	carve sth an
mzinbooza	ice skate figures
mzinchigan	picture painting
mzinchigan	picture
mziniingweshin	have ones face
mzinniinh	statue  2
mzinshin	be imprinted on
mzinsin	be imprinted on
mzinwaa	charge sth an
mzisaak	horsefly
mzise	turkey
mzise-miijim	species of fern
mzitaagzi	call cry out
mziwe-	all in one
mziwete	be all one
mzookwaa	gang up on
mzwewaakoon'gishnook	fill up an
mzwewaakoon'gisnoon	fill up an
mzweyaakdabwak	sit filling up
n'endaan	feel satisfied that
n'gaabaawdoon	dissolve sth in
n'gaabaawe	melt in water
n'gaabaawnaa	dissolve sth an
n'gaabde	come to stop
n'gaabdoon	stop sth thats
n'gaabjige	rein in horses
n'gaabnaa	stop smb from
n'gaabza	come to a
n'gaakiisjige	dig in ones
n'gaakmii	resist resist being
n'gaan'ge	flag down a
n'gaanmawaa	flag down smb
n'gaapoono	pick berries eating
n'gaasdoon	stop sth flying
n'gaashmaa	stop smb as
n'gadaan	leave sth behind
n'gadendaan	know sth well
n'gadendam	be accustomed to
n'gadenjge	be familiar with
n'gadenmaa	know smb well
n'gadganaamaa	be good at
n'gadganaandaan	be good at
n'gadganaanjge	be good at
n'gadzi	be accustomed to
n'gaj'aa	be good at
n'gaj'idza	make oneself accustomed
n'gajbidoon	be good at
n'gajbinaa	be good at
n'gajbiza	miss the bus
n'gaji-yaa	adjust acclimate be
n'gajtoon	be good at
n'gam'aa	make smb sing
n'gama	sing
n'gamtawaa	sing for smb
n'gamwin	song
n'gamwinmazna'gan	songbook
n'ganaa	leave smb behind
n'gazhwe	lead in a
n'gidaabkwe	count money
n'gidaan	count sth 
n'gidaaso	count  2
n'gide	melt
n'gidmaage	count things for
n'giigdin	be frosty be
n'gika	easily without warning
n'gikoknowe	be dressed flimsily
n'gikwinaagot	look flimsy
n'gikwinaagzi	look flimsy
n'gishkaa	shake tremble
n'giza	melt
n'gizaan	melt sth
n'gizwaa	melt sth an
n'go'aan	bury sth
n'go'gaade	be buried
n'go'gaaza	be buried
n'gokaan	cemetery graveyard
ngonaagot	disappear vanish
ngonaagzi	disappear vanish
n'goobaawdoon	dilute sth wet
n'goobaawnaa	wet sth an
n'gowaa	bury smb
n'gwa'aan	bury sth
n'gwa'gaade	be buried
n'gwa'gaazo	be buried
ngwaabmaa	watch sth an
ngwaabminaagot	disappear from view
ngwaabminaagzi	disappear from view
ngwaabndaan	watch sth disappear
n'gwaadaan	snare sth
n'gwaagne	be buried by
n'gwaagne	be buried by
n'gwaagneyaashi	be buried by
n'gwaagneyaasin	be buried by
n'gwaan'kot	be cloudy cloud
n'gwaanaa	snare smb
n'gwaanza	be snared get
n'gwawaa	bury smb
n'ishin	adjust oneself in
n'kaabaawdoon	dilute sth wet
n'kaabaawnaa	dilute sth an
n'kawe-	do something first
n'kawebdoon	stop and pick
n'kawebnaa	stop and pick
n'kawenaa	pick smb up
n'kawenaan	pick sth up
n'kewe	go out of
n'kewebde	drive out of
n'kewebza	drive out of
n'kewenaa	pick smb up
n'kewenaan	pick sth up
n'kewenmawaa	stop and pick
n'kwe'doon	come to sth
n'kwe'naa	come to smbs
n'kwebdoon	catch sth flying
n'kwebiige	write back reply
n'kwebjige	be a midwife
n'kwebnaa	catch sth an
n'kwebtoo	run to a
n'kwedaabaadaan	drag sth to
n'kwedaabaanaa	drag sth an
n'kwegnaamaa	give smb a
n'kwegnaandaan	hit sth flying
n'kwejiimawaa	knock something back
n'kwema	join another road
n'kwenmawaa	give smb a
n'kwenwebi	rest for a
n'kweshkaan	meet sth
n'kweshkwaa	meet smb
n'kwetaan	answer sth respond
n'kwetgweyaa	the rivers meet
n'kwetwaa	answer smb respond
n'kwewdoon	carry sth to
n'kwewebshkaan	knock sth back
n'kwewebshkawaa	knock smb back
n'kwewnaa	carry sth an
n'kwewse	come to a
n'kweyaakndibeshin	knock ones head
n'kweyaakshin	run headon into
n'kweyaakshkawaa	run headon into
n'kweyaaksin	smack into something
na	Sh Listen
na	particle marking yesno
na'aa	what whatshername whatshisname
na'aangbi	stay with ones
na'aangshiimaa	have smb as
na'aangshiimi	have a soninlaw
na'ii	what whatchamacallit
naa	emphatic  2
naa	say something to
naa'aa	fix sth an
naa'chigaade	be fixed be
naa'chigaaza	be fixed be
naa'ii	fix oneself up
naa'shimaa	put sth an
naa'sidoon	put sth in
naa'taapnaan	tie sth in
naa'tamawaa	fix something for
naa'tawaa	fix something for
naa'toon	fix sth repair
naab'aa	face smb in
naabaaksidoon	attach sth
Naaban-giizis	February Crustonthesnow moon
naabdam	have a certain
naabdat	be put to
naabdendam	derive a certain
naabdin	be crusty of
naabdizi	be put to
naabdoo'aan	lace sth tie
naabdoochgaans	shoelace
naabdoochgan	shoelace
naabdooge	tie shoelaces 
naabdoosknegeyaate	be romantic of
naabdoosknewaa	be arm in
naabdoowaa	string sth an
naabese	rooster
naabesenh	rooster male bird
naabesmosh	male dog
naabewse	strut like a
naabewzi	be a certain
naabgwe'aa	catch smb by
naabgwepnaa	rope smb around
naabgwewaa	catch smb around
naabi	look in a
naabii	be strung in
naabii	be strung in
naabiignaa	string sth an
naabiignaan	string sth together
naabiingwaagan	bridle
naabiisdoon	arrange sth in
naabiishmaa	arrange sth an
naabiisin	lie in a
naabji'aa	use sth an
naabjichgan	tool
naabjitoon	use sth in
naabkaadaan	bind sth securely
naabkaan	wear sth around
naabkaanaa	bind sth an
naabkawaa	wear sth an
naabkawaagan	necklace  2
naabkwaadaan	thread the eye
naabkwaan	sailboat ship
naabkwaanaa	put something around
naabkwaaniigin	canvas
naabkwaanshiin-nini	sailor
naabkwewaagan	necklace
naabmaa	see sth an
naabmewzi	fare a certain
naabminaagot	appear a certain
naabminaagzi	appear a certain
naabna	not likely used
naabndaan	see sth in
naabndam	have a certain
naabndamwin	dream a type
Naabni-giizis	February Crustonthesnow moon
naabning'o	use crutches
naabning'on	use something as
naabningwaagan	crutch
naabningwaanaa	hold on to
naabse	look somewhere quickly
naabshebzo	wear earrings
naabshebzowin	earring
naabshin	cling to something
naabshkaage	sit in for
naabshkawaa	sit in for
naabsidoon	hook sth over
naabsin	cling to something
naach'aa	lose sth an
naachtoon	lose sth
naadaabaawe	go get something
naadaabkin'ge	collect payment
naadaabkinaa	collect payment for
naadaabkinaan	collect payment for
naadaabkinmawaa	collect payment for
naadaabkwe	go get ones
naadaan	take after sth
naadaasa	go get stuff
naadgozi	act boisterous
naadin	go get sth
naadmaage	help help out
naadmaagewin	help aid
naadmawaa	help smb 
naadoobii	go get water
naadsabii	go get ones
naadsoonaagne	go get animals
naadwaa	go get something
Naadwe	Iroquois  2
Naadwenaang	Six Nations reserve
Naadwesi	Iroquois  2
naadwesi	a species of
naadweyaanak	
naadzhoonyaawe	go get ones
naadzi	live in a
naadzin'amwaa	seek payment from
naadzin'ige	seek payment collect
naag'adoon	follow sth of
naag'ajge	follow a trail
naag'anaa	follow smbs trail
naag'azhwe	follow
naagaa'aa	delay smb hold
naagaans	cup drinking glass
naagaanzit	general manager head
naagaanzitaaget	baseball owner general
naagach	later
naagan	bowl dish plate
naagdawaabmaa	follow along with
naagdawaabndaan	follow sth with
naagdawendaagzi	be looked after
naagdawendaan	look after sth
naagdawendmawaa	look after something
naagdawendmoonaa	have smb take
naagdawenmaa	look after smb
naagdendam	meditate
naagdoon	follow sth
naagdoonmaakwii	hang on to
naagdotwaa	copy what smb
naage'ii	some distance away
naagewzi	take after somebody
naagminaan	mix a drink
naagmisjigan	homebrew moonshine
naagmisjige	brew moonshine make
naagne	go through the
naagnens	cup drinking glass
naagot	appear be visible
naagshi	be evening be
naagshi-jiibaakwe	cook supper cook
naagshi-miijin	eat sth for
naagshi-mnazaan	cook sth for
naagshi-mnazwaa	cook sth an
naagshi-wiisni	eat supper have
naagzawaabmaa	follow along with
naagzawaabndaan	follow sth with
naagzhigan	splint divider
naagzhige	scrape divider
naagzhwaa	shave sth an
naagzi	appear be visible
naagzokwe'aan	follow the tracks
naagzokwewaa	follow smbs tracks
naagzotaan	follow sth of
naagzotwaa	follow smbs words
naajdaabaadaan	go get sth
naajdaabaanaa	go get smb
naajdaabiichge	go get something
naajgaade	be picked up
naajgaaza	be picked up
naajmigzi	be talked about
naajmiijme	go get food
naajmo	give a certain
naajmotwaa	give smb a
naajnewgo	go to buy
naajnise	go get firewood
naajtaasa	lose something of
naakaans	birchbark handicraft
naakan	mat
naakde	burn in a
naakma'aa	build the frame
naakmachgan	frame of a
naakmatoon	build the frame
naaknaa	elect smb to
naaknaa	resist smb struggle
naaknaan	resist sth struggle
naaknashk	bulrush
naaknige	do things in
naakniigin	carpet linoleum
naakoon'gishin	lie in a
naakoon'gishmaa	position sth an
naakshkoode	be bent a
naakshkooza	be bent a
naakwii	defend oneself fight
naakza	burn in a
naakzaan	burn sth in
naakzwaa	burn sth an
naamaabik	under the rock
naamaatgookeshiins	house wren
naamaatik	under a tree
naamaazhbik	under the rocks
naambiing	underwater
naamdabi	sit a while
naamendaan	consider sth to
naamenmaa	consider smb to
naami-	under
naamkamgokaade	have a basement
naamkamik	underground under the
naammaa	accuse smb of
naammendaagzi	be considered guilty
naamnagaakzit	on the bottom
naamsagkaade	have a basement
naamsagong	downstairs in the
naamyi'ii	at the bottom
naamyi'iing	at the bottom
naan'gidoon	talk on in
naan'godnong	occasionally sometimes
naan'gon	five days for
naan'gozwak	lie buried
naan'itaa	by lucky coincidence
naanaa	Be careful general
naanaa	go get smb
naanaadwiy'iing	on either side
naanaagdawaabmaa	look after sth
naanaagdawaabndaan	look after sth
naanaagdawendam	deliberate meditate reflect
naanaagzotaage	be obedient
naanaash	almost
naanaawgaakgan	in the middle
naanaawgaam	right in the
naanaawgatik	in the middle
naanaawgwiyiing	in the middle
naanaawmiikan	in the middle
naanaawsak	in the middle
naanaawyi'iing	right in the
naanaazhaan'kwenaa	stroke smbs hair
naanan	five
naanbaanwii	yawn
naanbaaywe	yawn
naanben	have to by
naanbena	of all the
naande	be a certain
naandwi'aa	cure smb heal
naandwi'gawaa	doctor somebody for
naandwi'win	doctoring
naandwitoon	cure sth of
naangan	be light in
naangendam	feel carefree
naangim	until
naangzi	be light in
naanidaa	by lucky coincidence
naaniibwaakjiime	paddle standing up
naaniibwi	stand stand up
naaniibwi'aa	make smb stand
naaniimnaa	dangle sth an
naaniimnaan	dangle sth
naaniimnamwaa	dangle something in
naaniisiiggoode	hang in tatters
naaniisiigziinh	glove
naaniizhoodbiwak	sit side by
naanimye	a little while
naanin	five
naaning	five times
naankibdoon	pull sth out
naankibjige	pull things out
naankibnaa	pull sth an
naanmidna	fifty
naanninoon	be five in
naanniwak	be five in
naano-	five
naano-	five
Naano-giizhgat	be Friday
Naanoo-giizhgat	Friday
naanoobii'gan	ive in cards
naanooj'aa	pursue smb
naanoojtoon	pursue sth
naanookgwiinde	soak to soften
naanookgwiinjdoon	leave sth in
naanookgwiinjin	soak to soften
naanookgwiinjmaa	leave sth an
naanoondaagzi	yell and yell
